index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
2773,408-9338456-3970718,04-29-22,Shipped,Amazon,Amazon.in,Standard,Wallet,Free,Shipped,1,INR,0,PARASI/Anpara,UTTAR PRADESH,231225,IN,FALSE,
2774,171-0998262-4009138,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,916,Jorhat,ASSAM,785001,IN,FALSE,
2775,407-6464371-4721948,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,363,THIRUVANANTHAPURAM,KERALA,695125,IN,FALSE,Easy Ship
2776,407-6464371-4721948,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,353,THIRUVANANTHAPURAM,KERALA,695125,IN,FALSE,Easy Ship
2777,407-1106081-8339549,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shoes,Free,Shipped,1,INR,819,PUDUCHERRY,PUDUCHERRY,605012,IN,TRUE,
2778,406-4272047-6672315,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,487,Patna,BIHAR,800024,IN,FALSE,
2779,407-8750750-9600320,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Unshipped,1,INR,685,LUCKNOW,UTTAR PRADESH,226016,IN,FALSE,
2780,405-5971645-4953925,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1133,COIMBATORE,TAMIL NADU,641005,IN,FALSE,
2781,404-1287419-5957960,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,696,Srikakulam,ANDHRA PRADESH,532001,IN,FALSE,
2782,404-9086564-6185934,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,534,CHENNAI,TAMIL NADU,600116,IN,FALSE,Easy Ship
2783,407-7730882-3240332,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,352,Bhubaneswar,ODISHA,751024,IN,FALSE,
2784,171-9998126-0070740,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,744,CHENDAMANGALAM,KERALA,683594,IN,FALSE,
2785,404-8075078-6920308,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Cancelled,0,,,NASIK,MAHARASHTRA,422207,IN,FALSE,
2786,408-6470580-6185147,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,Forbesganj,BIHAR,854318,IN,FALSE,
2787,406-3317906-1411501,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,666,BANGALORE,KARNATAKA,560037,IN,FALSE,Easy Ship
2788,407-4856709-0217915,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Cancelled,0,,,EDDUMAILARAM,TELANGANA,502285,IN,FALSE,
2789,402-1425273-5885106,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,BENGALURU,KARNATAKA,560035,IN,FALSE,
2790,405-0182533-8089922,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,487,BENGALURU,KARNATAKA,560043,IN,FALSE,
2791,407-2693089-2273915,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1221,ANKLESHWAR,Gujarat,393001,IN,FALSE,
2792,408-4323490-4065148,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1112,DURGAPUR,WEST BENGAL,713206,IN,FALSE,
2793,408-4155887-9750743,04-29-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,995.54,DURGAPUR,WEST BENGAL,713206,IN,FALSE,Easy Ship
2794,404-6180783-0232335,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,353,SECUNDERABAD,TELANGANA,500026,IN,FALSE,
2795,404-6180783-0232335,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,SECUNDERABAD,TELANGANA,500026,IN,FALSE,
2796,403-9386438-5021104,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1432,MIRGANJ,BIHAR,841438,IN,FALSE,
2797,402-9940699-5926750,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,342,CHENGANNUR,KERALA,689121,IN,FALSE,Easy Ship
2798,405-1474158-3832363,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,CHOCKLI,KERALA,670672,IN,FALSE,
2799,405-1474158-3832363,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,CHOCKLI,KERALA,670672,IN,FALSE,
2800,408-5930316-1228344,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1140,BADLAPUR,MAHARASHTRA,421503,IN,FALSE,
2801,407-2411763-9743510,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,460.95,BENGALURU,KARNATAKA,560048,IN,FALSE,Easy Ship
2802,408-9153542-6724360,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,635,Azamgarh,UTTAR PRADESH,276128,IN,FALSE,
2803,407-7334254-3440338,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,807,BENGALURU,KARNATAKA,560068,IN,FALSE,
2804,407-8528351-1532307,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,477,SHEOPUR,MADHYA PRADESH,476337,IN,FALSE,
2805,407-0957001-3853104,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Cancelled,0,,,LUCKNOW,UTTAR PRADESH,226006,IN,FALSE,
2806,408-7916864-8557952,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,406,PUNE,MAHARASHTRA,411041,IN,FALSE,Easy Ship
2807,402-7777726-3004319,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376,KOCHI,KERALA,682005,IN,FALSE,
2808,403-5858803-4786741,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,825,AMBARNATH,MAHARASHTRA,421501,IN,FALSE,
2809,408-6560316-4326758,04-29-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,0,Bhatni bazar (Deoria),UTTAR PRADESH,274701,IN,FALSE,
2810,405-8943141-4225168,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,S,On the Way,0,INR,686.67,MYSURU,KARNATAKA,570023,IN,FALSE,Easy Ship
2811,171-3784767-6075547,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,788,ETTUMANOOR,KERALA,686631,IN,FALSE,
2812,403-8689214-5984333,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,478,CHENNAI,TAMIL NADU,600095,IN,FALSE,
2813,402-2379252-5068345,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,744,NEW DELHI,DELHI,110059,IN,FALSE,
2814,402-9359174-3933911,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,Haldwani,UTTARAKHAND,263139,IN,FALSE,
2815,171-6463386-7040352,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,280,MANGALURU,KARNATAKA,575029,IN,FALSE,Easy Ship
2816,408-6349629-6849931,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,NOIDA,UTTAR PRADESH,201304,IN,FALSE,Easy Ship
2817,403-2598539-6705919,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,654,KOLKATA,WEST BENGAL,700084,IN,FALSE,Easy Ship
2818,404-0814480-8157169,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600091,IN,FALSE,
2819,404-0814480-8157169,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,CHENNAI,TAMIL NADU,600091,IN,FALSE,
2820,406-1719672-6593146,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,319,GUNTUR,ANDHRA PRADESH,522007,IN,FALSE,
2821,406-1719672-6593146,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,GUNTUR,ANDHRA PRADESH,522007,IN,FALSE,
2822,404-0648048-1547512,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,597,ANANTAPUR,ANDHRA PRADESH,515001,IN,FALSE,
2823,404-6187428-2677125,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,696,BENGALURU,KARNATAKA,560016,IN,FALSE,
2824,405-9529745-2486767,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE,Easy Ship
2825,403-0640960-1142743,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,968,PATAUDI,HARYANA,122503,IN,FALSE,
2826,171-4908756-6825934,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,453,SRINAGAR,JAMMU & KASHMIR,190012,IN,FALSE,
2827,402-6242660-3791507,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,VADODARA,Gujarat,390007,IN,FALSE,
2828,408-3963956-9054738,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,3XL,Shipped,1,INR,360,HALDIA,WEST BENGAL,721657,IN,FALSE,Easy Ship
2829,403-5592001-5944335,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,329,MUMBAI,MAHARASHTRA,400063,IN,FALSE,
2830,405-5241900-5429900,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Cancelled,0,,,CHOCKLI,KERALA,670672,IN,FALSE,
2831,402-0304643-8113910,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,358.1,PUNE,MAHARASHTRA,411015,IN,FALSE,Easy Ship
2832,405-0857013-6017959,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,725,SHIVAMOGGA,KARNATAKA,577205,IN,FALSE,Easy Ship
2833,403-6813931-5191540,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,471,SULTANPUR,UTTAR PRADESH,228001,IN,FALSE,
2834,408-9167279-8113927,04-29-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,1143.75,KOLKATA,WEST BENGAL,700028,IN,FALSE,Easy Ship
2835,408-8969729-2665919,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,665,KOLKATA,WEST BENGAL,700028,IN,FALSE,
2836,406-2764296-9821964,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,888,Chittoor District,ANDHRA PRADESH,517123,IN,FALSE,
2837,407-5549009-7693120,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1115,chennai,TAMIL NADU,603103,IN,FALSE,
2838,402-6166936-1377140,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,Kakkanad,KERALA,682039,IN,FALSE,
2839,406-7177329-9256321,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,295,BENGALURU,KARNATAKA,560079,IN,FALSE,Easy Ship
2840,406-3022144-5742705,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,BENGALURU,KARNATAKA,560079,IN,FALSE,
2841,408-5501152-0064344,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1163,ALIGARH,UTTAR PRADESH,202001,IN,TRUE,Easy Ship
2842,408-5501152-0064344,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,563,ALIGARH,UTTAR PRADESH,202001,IN,TRUE,Easy Ship
2843,402-7108767-7365115,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,696,AHMEDABAD,Gujarat,380015,IN,FALSE,Easy Ship
2844,402-4461977-9541920,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,635,AHMEDABAD,Gujarat,380015,IN,FALSE,
2845,402-4461977-9541920,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,511,AHMEDABAD,Gujarat,380015,IN,FALSE,
2846,402-4461977-9541920,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,654,AHMEDABAD,Gujarat,380015,IN,FALSE,
2847,402-4473697-3563515,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,3XL,Unshipped,1,INR,399,BENGALURU,KARNATAKA,560043,IN,FALSE,
2848,404-0186996-2812338,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,VAISHALI,BIHAR,844114,IN,FALSE,
2849,408-3958366-2477132,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,665,KOLKATA,WEST BENGAL,700028,IN,FALSE,
2850,171-7877406-4080317,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,HYDERABAD,TELANGANA,500072,IN,FALSE,
2851,171-0594005-6259502,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,442,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship
2852,404-5259816-3691561,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,533,BENGALURU,KARNATAKA,560048,IN,FALSE,
2853,408-4158189-1389110,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,626,PUNE,MAHARASHTRA,411014,IN,FALSE,
2854,406-5173980-7285129,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,LUCKNOW,UTTAR PRADESH,226012,IN,FALSE,
2855,402-9275763-3353164,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,548,Kolkata,WEST BENGAL,700053,IN,FALSE,Easy Ship
2856,405-2447418-1302765,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,852,KOLHAPUR,MAHARASHTRA,416008,IN,FALSE,
2857,403-4947842-9768365,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,568,NEW DELHI,DELHI,110065,IN,FALSE,Easy Ship
2858,403-0084276-9623557,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,363,KOLKATA,WEST BENGAL,700023,IN,FALSE,Easy Ship
2859,408-9838846-5067523,04-29-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE,
2860,408-9033203-1170738,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,487,PIMPRI CHINCHWAD,MAHARASHTRA,412101,IN,FALSE,
2861,407-5144163-4853961,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,824,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,FALSE,
2862,402-9878967-6551549,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1099,GWALIOR,MADHYA PRADESH,474006,IN,FALSE,Easy Ship
2863,402-2573930-5508359,04-29-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,788,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,FALSE,
2864,402-3372886-8299535,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,582,BELAGAVI,KARNATAKA,590016,IN,FALSE,
2865,403-2652616-1576356,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,665,KOLKATA,WEST BENGAL,700028,IN,FALSE,
2866,403-2651795-0621911,04-29-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,1143.75,KOLKATA,WEST BENGAL,700028,IN,FALSE,Easy Ship
2867,403-8574107-0070701,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,487,THANE,MAHARASHTRA,401107,IN,FALSE,
2868,403-2971736-0791568,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,SRIKAKULAM,ANDHRA PRADESH,532001,IN,FALSE,
2869,406-9309540-1674740,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,571,"Navi Mumbai,THANE",MAHARASHTRA,400614,IN,FALSE,
2870,171-2782023-5710711,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,COIMBATORE,TAMIL NADU,641025,IN,FALSE,
2871,171-3740843-6733149,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,824,MYSURU,KARNATAKA,570017,IN,FALSE,
2872,171-0600216-6049127,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,824,MYSURU,KARNATAKA,570017,IN,FALSE,Easy Ship
2873,406-0275187-8372320,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,563,PUNE,MAHARASHTRA,411001,IN,FALSE,Easy Ship
2874,406-0275187-8372320,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,852,PUNE,MAHARASHTRA,411001,IN,FALSE,Easy Ship
2875,408-3168100-6610710,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,599,BENGALURU,KARNATAKA,560015,IN,FALSE,
2876,408-1217089-2244309,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,801,VELLORE,TAMIL NADU,632014,IN,FALSE,Easy Ship
2877,171-4005053-3239545,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376,Port Blair,ANDAMAN & NICOBAR,744101,IN,FALSE,
2878,171-3491566-9669144,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,791,Bandel,WEST BENGAL,712104,IN,FALSE,Easy Ship
2879,403-2803671-6238713,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,725,"Ilayangudi, Sivagangai",TAMIL NADU,630709,IN,FALSE,
2880,405-2159152-3337909,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,375,PANIHATI,WEST BENGAL,700114,IN,FALSE,
2881,405-1225639-2741916,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,477,BENGALURU,KARNATAKA,560092,IN,FALSE,Easy Ship
2882,406-6966044-4338762,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,654,BUDAUN,UTTAR PRADESH,243601,IN,FALSE,
2883,402-1126686-2117168,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,363,Thrissur,KERALA,680555,IN,FALSE,Easy Ship
2884,404-1367077-3327511,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,THIRUVANANTHAPURAM,KERALA,695003,IN,FALSE,
2885,171-1613026-8304303,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,353,HYDERABAD,TELANGANA,500038,IN,FALSE,Easy Ship
2886,407-6913990-5925937,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,MAHESANA,Gujarat,384001,IN,FALSE,
2887,405-5116033-4464342,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,548,RAJAHMUNDRY,ANDHRA PRADESH,533101,IN,FALSE,Easy Ship
2888,406-2913349-8710757,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,791,NAGPUR,MAHARASHTRA,440016,IN,FALSE,Easy Ship
2889,406-7344016-6445153,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1186,BHUBANESWAR,ODISHA,751024,IN,FALSE,Easy Ship
2890,405-9610502-5861920,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1099,"Banaswadi, Bengaluru",KARNATAKA,560043,IN,FALSE,Easy Ship
2891,407-9947638-8615546,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,568,GANDHINAGAR,Gujarat,382355,IN,FALSE,Easy Ship
2892,171-9552812-7168342,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,499,NEW DELHI,DELHI,110096,IN,FALSE,
2893,403-7726259-5563500,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,859,MUMBAI,MAHARASHTRA,400098,IN,FALSE,Easy Ship
2651,402-8153832-7938744,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,352,HYDERABAD,TELANGANA,501301,IN,FALSE,
2652,402-4569915-9742711,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,329,New Delhi,Delhi,110059,IN,FALSE,Easy Ship
2653,406-7455558-9750768,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,484,MUMBAI,MAHARASHTRA,400071,IN,FALSE,
2654,404-5167387-3329926,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,563,BENGALURU,KARNATAKA,560049,IN,FALSE,
2655,402-1774141-5620355,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,518,CHENNAI,TAMIL NADU,600091,IN,FALSE,
2656,408-3707474-7973948,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,597,LUDHIANA,PUNJAB,141001,IN,FALSE,Easy Ship
2657,405-6535051-0840328,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,788,BENGALURU,KARNATAKA,560067,IN,FALSE,
2901,171-2897220-4114755,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,788,THANE,MAHARASHTRA,400601,IN,FALSE,
2902,403-4680829-7489913,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,788,GHAZIABAD,UTTAR PRADESH,201017,IN,FALSE,
2903,407-6254003-5107513,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1213,PERIYAKULAM,TAMIL NADU,625601,IN,FALSE,
2904,402-4282286-9530767,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,399,Razam,ANDHRA PRADESH,532127,IN,FALSE,
2905,403-8985642-1548358,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1099,RAXAUL BAZAR,BIHAR,845305,IN,FALSE,
2906,408-9298258-4808330,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,GURUGRAM,HARYANA,122011,IN,FALSE,
2907,405-9280619-7009149,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600044,IN,FALSE,
2908,406-8319499-6017965,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,696,PATNA,BIHAR,800025,IN,FALSE,
2909,402-4386195-1801139,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,495,HYDERABAD,TELANGANA,500055,IN,FALSE,Easy Ship
2910,402-1230289-9483549,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,UDALGURI,ASSAM,784510,IN,FALSE,
2911,403-7300419-3581921,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,665,NEW DELHI,DELHI,110021,IN,FALSE,
2912,403-6401683-7695522,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1648,Ahmedabad,Gujarat,380054,IN,FALSE,
2913,408-3905352-1044352,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,487,KANPUR,UTTAR PRADESH,208002,IN,FALSE,Easy Ship
2914,404-5914935-6357943,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1149,Ulhasnagar,MAHARASHTRA,421004,IN,FALSE,Easy Ship
2915,403-8388360-8813924,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1186,BADLI,HARYANA,124105,IN,FALSE,
2916,406-2112806-6712354,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,599,HYDERABAD,TELANGANA,500059,IN,FALSE,
2917,171-8841299-2917919,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,685,BENGALURU,KARNATAKA,560048,IN,FALSE,
2918,404-9917865-9936362,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,459,GURUGRAM,HARYANA,122001,IN,FALSE,
2919,404-1174106-5017938,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400081,IN,FALSE,
